ID	MAPRESOURCE	MOVE_MODEL	MATRIX	event	script	msg	encount	maptype	bicycle	dash	escape	fly	BGM_DAY	BGM_NIGHT	WEATHER	CAMERA	BATTLE_BG	PLACE_NAME	備考
W226R0101	AREA_ID_ROOM01	MMLID_NOENTRY	HOUSE05	○	○	○	×	MAPTYPE_ROOM	×	×	×	×	SEQ_TOWN06_D	SEQ_TOWN06_N	SUNNY	4	BG_ID_ROOM_A	MAPNAME_W226	W226民家
R227R0101	AREA_ID_ROOM01	MMLID_NOENTRY	HOUSE04	○	○	○	×	MAPTYPE_ROOM	×	×	×	×	SEQ_TOWN06_D	SEQ_TOWN06_N	SUNNY	4	BG_ID_ROOM_A	MAPNAME_R227	R227民家
R228R0101	AREA_ID_ROOM12	MMLID_NOENTRY	GATE02	○	○	○	×	MAPTYPE_ROOM	×	×	×	×	SEQ_ROAD_BZA_D	SEQ_ROAD_BZA_N	SUNNY	4	BG_ID_ROOM_A	MAPNAME_R228	W226←→R228ゲート
R228R0201	AREA_ID_ROOM01	MMLID_NOENTRY	HOUSE05	○	○	○	×	MAPTYPE_ROOM	×	×	×	×	SEQ_ROAD_BZA_D	SEQ_ROAD_BZA_N	SUNNY	4	BG_ID_ROOM_A	MAPNAME_R228	R228民家1
R228R0301	AREA_ID_ROOM01	MMLID_NOENTRY	HOUSE03	○	○	○	×	MAPTYPE_ROOM	×	×	×	×	SEQ_ROAD_BZA_D	SEQ_ROAD_BZA_N	SUNNY	4	BG_ID_ROOM_A	MAPNAME_R228	R228民家２
D06R0201	AREA_ID_DUNGEON11	MMLID_NOENTRY	DUN0602	○	○	○	○	MAPTYPE_ROAD	○	○	×	×	SEQ_D_SAFARI	SEQ_D_SAFARI	SUNNY	2	BG_ID_FOREST	MAPNAME_D6SITUGEN	3/5 湿原ダンジョン
D06R0202	AREA_ID_DUNGEON11	MMLID_NOENTRY	DUN0602	○	○	○	○	MAPTYPE_ROAD	○	○	×	×	SEQ_D_SAFARI	SEQ_D_SAFARI	SUNNY	2	BG_ID_FOREST	MAPNAME_D6SITUGEN	3/5 湿原ダンジョン
D06R0203	AREA_ID_DUNGEON11	MMLID_NOENTRY	DUN0602	○	○	○	○	MAPTYPE_ROAD	○	○	×	×	SEQ_D_SAFARI	SEQ_D_SAFARI	SUNNY	2	BG_ID_FOREST	MAPNAME_D6SITUGEN	3/5 湿原ダンジョン
D06R0204	AREA_ID_DUNGEON11	MMLID_NOENTRY	DUN0602	○	○	○	○	MAPTYPE_ROAD	○	○	×	×	SEQ_D_SAFARI	SEQ_D_SAFARI	SUNNY	2	BG_ID_FOREST	MAPNAME_D6SITUGEN	3/5 湿原ダンジョン
D06R0205	AREA_ID_DUNGEON11	MMLID_NOENTRY	DUN0602	○	○	○	○	MAPTYPE_ROAD	○	○	×	×	SEQ_D_SAFARI	SEQ_D_SAFARI	SUNNY	2	BG_ID_FOREST	MAPNAME_D6SITUGEN	3/5 湿原ダンジョン
D06R0206	AREA_ID_DUNGEON11	MMLID_NOENTRY	DUN0602	○	○	○	○	MAPTYPE_ROAD	○	○	×	×	SEQ_D_SAFARI	SEQ_D_SAFARI	SUNNY	2	BG_ID_FOREST	MAPNAME_D6SITUGEN	3/5 湿原ダンジョン
D05R0116	AREA_ID_DUNGEON08	MMLID_NOENTRY	DUN0516	○	○	○	×	MAPTYPE_ROAD	×	○	×	×	SEQ_AUS	SEQ_AUS	MYSTIC	14	BG_ID_CAVE_A	MAPNAME_D5ROOM	はじまりのま／ダイヤモンド
D05R0117	AREA_ID_DUNGEON08	MMLID_NOENTRY	DUN0517	×	×	×	×	MAPTYPE_ROAD	×	○	×	×	SEQ_D_MOUNT2	SEQ_D_MOUNT2	MYSTIC	14	BG_ID_CAVE_A	MAPNAME_D5ROOM	はじまりのま／パール																																																																																																																																																										
D22R0102	AREA_ID_DUNGEON01	MMLID_NOENTRY	DUN2202	○	○	○	○	MAPTYPE_CAVE	○	○	○	×	SEQ_D_04	SEQ_D_04	SUNNY	12	BG_ID_CAVE_B	MAPNAME_D22ANA	遺跡マニアダンジョン変化２																																																																																																																																																										
D22R0103	AREA_ID_DUNGEON01	MMLID_NOENTRY	DUN2203	○	○	○	○	MAPTYPE_CAVE	○	○	○	×	SEQ_D_02	SEQ_D_02	SUNNY	12	BG_ID_CAVE_B	MAPNAME_D22TONNERU	遺跡マニアダンジョン変化３																																																																																																																																																										
D24R0201	AREA_ID_ROOM01	MMLID_NOENTRY	HOUSE04	○	○	○	×	MAPTYPE_ROOM	×	×	×	×	SEQ_ROAD_B_D	SEQ_ROAD_B_N	SUNNY	4	BG_ID_ROOM_A	MAPNAME_D24SIMA	コウテツ島　民家１																																																																																																																																																										
D07R0119	AREA_ID_DUNGEON04	MMLID_NOENTRY	DUN0707	○	×	×	○	MAPTYPE_CAVE	○	○	○	×	SEQ_D_02	SEQ_D_02	SUNNY	0	BG_ID_CAVE_A	MAPNAME_D7ISEKI	アンノーンダンジョン１9																																																																																																																																																										
C08R0802	AREA_ID_ROOM02	MMLID_NOENTRY	EV01	○	○	×	×	MAPTYPE_ROOM	×	×	×	×	SEQ_CITY08_D	SEQ_CITY08_N	SUNNY	4	BG_ID_ROOM_C	MAPNAME_C8TODAI	展望台EV																																																																																																																																																										
C01R0802	AREA_ID_ROOM12	MMLID_NOENTRY	BUIL06	○	○	○	×	MAPTYPE_ROOM	×	×	×	×	SEQ_CITY01_D	SEQ_CITY01_N	SUNNY	4	BG_ID_ROOM_B	MAPNAME_C1KOTOBUKI	2/3追加　コトブキ：ビル2＿2Ｆ																																																																																																																																																										
D17R0108	AREA_ID_DUNGEON04	MMLID_NOENTRY	DUN1706	○	○	×	○	MAPTYPE_CAVE	○	○	×	×	SEQ_D_03	SEQ_D_03	MIST1	0	BG_ID_CAVE_C	MAPNAME_D17DOUKUTU	5/29追加　D17かえらずのあな　十字路の部屋　（霧＋アイテム）																																																																																																																																																										
D17R0109	AREA_ID_DUNGEON04	MMLID_NOENTRY	DUN1707	○	○	×	○	MAPTYPE_CAVE	○	○	×	×	SEQ_D_03	SEQ_D_03	MIST1	0	BG_ID_CAVE_C	MAPNAME_D17DOUKUTU	5/29追加　D17おくりのみずうみ　ポケモンの部屋																																																																																																																																																										
D17R0110	AREA_ID_DUNGEON04	MMLID_NOENTRY	DUN1707	○	○	×	○	MAPTYPE_CAVE	○	○	×	×	SEQ_D_03	SEQ_D_03	MIST1	0	BG_ID_CAVE_C	MAPNAME_D17DOUKUTU	5/29追加　D17かえらずのあな　十字路の部屋　（霧＋岩砕き／難）																																																																																																																																																										
D17R0111	AREA_ID_DUNGEON04	MMLID_NOENTRY	DUN1705	○	○	×	○	MAPTYPE_CAVE	○	○	×	×	SEQ_D_03	SEQ_D_03	MIST1	0	BG_ID_CAVE_C	MAPNAME_D17DOUKUTU	5/29追加　D17かえらずのあな　３柱の部屋　（霧＋岩砕き／難）																																																																																																																																																										
D17R0112	AREA_ID_DUNGEON04	MMLID_NOENTRY	DUN1705	○	○	×	○	MAPTYPE_CAVE	○	○	×	×	SEQ_D_03	SEQ_D_03	MIST1	0	BG_ID_CAVE_C	MAPNAME_D17DOUKUTU	5/29追加　D17かえらずのあな　十字路の部屋　（霧＋岩砕き／難）																																																																																																																																																										
D17R0113	AREA_ID_DUNGEON04	MMLID_NOENTRY	DUN1706	○	○	×	○	MAPTYPE_CAVE	○	○	×	×	SEQ_D_03	SEQ_D_03	MIST1	0	BG_ID_CAVE_C	MAPNAME_D17DOUKUTU	5/29追加　D17かえらずのあな　３柱の部屋　（霧＋岩砕き／難）																																																																																																																																																										
D17R0114	AREA_ID_DUNGEON04	MMLID_NOENTRY	DUN1706	○	○	×	○	MAPTYPE_CAVE	○	○	×	×	SEQ_D_03	SEQ_D_03	MIST1	0	BG_ID_CAVE_C	MAPNAME_D17DOUKUTU	5/29追加　D17かえらずのあな　																																																																																																																																																										
D17R0115	AREA_ID_DUNGEON04	MMLID_NOENTRY	DUN1707	○	○	×	○	MAPTYPE_CAVE	○	○	×	×	SEQ_D_03	SEQ_D_03	MIST1	0	BG_ID_CAVE_C	MAPNAME_D17DOUKUTU	5/29追加　D17かえらずのあな　十字路の部屋　（霧）																																																																																																																																																										
D17R0116	AREA_ID_DUNGEON04	MMLID_NOENTRY	DUN1707	○	○	×	○	MAPTYPE_CAVE	○	○	×	×	SEQ_D_03	SEQ_D_03	MIST1	0	BG_ID_CAVE_C	MAPNAME_D17DOUKUTU	5/29追加　D17かえらずのあな　十字路の部屋　（霧）																																																																																																																																																										
D17R0117	AREA_ID_DUNGEON04	MMLID_NOENTRY	DUN1705	○	○	×	○	MAPTYPE_CAVE	○	○	×	×	SEQ_D_03	SEQ_D_03	MIST1	0	BG_ID_CAVE_C	MAPNAME_D17DOUKUTU	5/29追加　D17かえらずのあな　
D17R0118	AREA_ID_DUNGEON04	MMLID_NOENTRY	DUN1705	○	○	×	○	MAPTYPE_CAVE	○	○	×	×	SEQ_D_03	SEQ_D_03	MIST1	0	BG_ID_CAVE_C	MAPNAME_D17DOUKUTU	5/29追加　D17かえらずのあな　十字路の部屋　（霧＋岩砕き／難）
D17R0119	AREA_ID_DUNGEON04	MMLID_NOENTRY	DUN1706	○	○	×	○	MAPTYPE_CAVE	○	○	×	×	SEQ_D_03	SEQ_D_03	MIST1	0	BG_ID_CAVE_C	MAPNAME_D17DOUKUTU	5/29追加　D17かえらずのあな　
D17R0120	AREA_ID_DUNGEON04	MMLID_NOENTRY	DUN1706	○	○	×	○	MAPTYPE_CAVE	○	○	×	×	SEQ_D_03	SEQ_D_03	MIST1	0	BG_ID_CAVE_C	MAPNAME_D17DOUKUTU	5/29追加　D17かえらずのあな　７柱の部屋　（アイテム）
D17R0121	AREA_ID_DUNGEON04	MMLID_NOENTRY	DUN1707	○	○	×	○	MAPTYPE_CAVE	○	○	×	×	SEQ_D_03	SEQ_D_03	MIST1	0	BG_ID_CAVE_C	MAPNAME_D17DOUKUTU	5/29追加　D17かえらずのあな　十字路の部屋　（霧＋アイテム）
D17R0122	AREA_ID_DUNGEON04	MMLID_NOENTRY	DUN1707	○	○	×	×	MAPTYPE_CAVE	○	○	×	×	SEQ_D_03	SEQ_D_03	MIST1	0	BG_ID_CAVE_C	MAPNAME_D17DOUKUTU	5/29追加　D17かえらずのあな　５・７柱の部屋
D17R0123	AREA_ID_DUNGEON04	MMLID_NOENTRY	DUN1705	×	×	×	×	MAPTYPE_CAVE	○	○	○	×	SEQ_D_03	SEQ_D_03	MIST1	0	BG_ID_CAVE_C	MAPNAME_D17DOUKUTU	5/29追加　D17かえらずのあな　
D17R0124	AREA_ID_DUNGEON04	MMLID_NOENTRY	DUN1705	×	×	×	×	MAPTYPE_CAVE	○	○	○	×	SEQ_D_03	SEQ_D_03	MIST1	0	BG_ID_CAVE_C	MAPNAME_D17DOUKUTU	5/29追加　D17かえらずのあな　
D17R0125	AREA_ID_DUNGEON04	MMLID_NOENTRY	DUN1706	○	×	×	×	MAPTYPE_CAVE	○	○	○	×	SEQ_D_03	SEQ_D_03	MIST1	0	BG_ID_CAVE_C	MAPNAME_D17DOUKUTU	5/29追加　D17かえらずのあな　３柱の部屋　（霧＋岩砕き／難）
D17R0126	AREA_ID_DUNGEON04	MMLID_NOENTRY	DUN1706	×	×	×	×	MAPTYPE_CAVE	○	○	○	×	SEQ_D_03	SEQ_D_03	MIST1	0	BG_ID_CAVE_C	MAPNAME_D17DOUKUTU	5/29追加　D17かえらずのあな　
D17R0127	AREA_ID_DUNGEON04	MMLID_NOENTRY	DUN1707	×	×	×	×	MAPTYPE_CAVE	○	○	○	×	SEQ_D_03	SEQ_D_03	MIST1	0	BG_ID_CAVE_C	MAPNAME_D17DOUKUTU	5/29追加　D17かえらずのあな　
D17R0128	AREA_ID_DUNGEON04	MMLID_NOENTRY	DUN1707	×	×	×	×	MAPTYPE_CAVE	○	○	○	×	SEQ_D_03	SEQ_D_03	MIST1	0	BG_ID_CAVE_C	MAPNAME_D17DOUKUTU	5/29追加　D17かえらずのあな　十字路の部屋　（霧）
D17R0129	AREA_ID_DUNGEON04	MMLID_NOENTRY	DUN1705	×	×	×	×	MAPTYPE_CAVE	○	○	○	×	SEQ_D_03	SEQ_D_03	MIST1	0	BG_ID_CAVE_C	MAPNAME_D17DOUKUTU	5/29追加　D17かえらずのあな　
D17R0130	AREA_ID_DUNGEON04	MMLID_NOENTRY	DUN1705	○	×	×	×	MAPTYPE_CAVE	○	○	○	×	SEQ_D_03	SEQ_D_03	MIST1	0	BG_ID_CAVE_C	MAPNAME_D17DOUKUTU	5/29追加　D17かえらずのあな　十字路の部屋　（霧＋岩砕き／難）
D17R0131	AREA_ID_DUNGEON04	MMLID_NOENTRY	DUN1706	×	×	×	×	MAPTYPE_CAVE	○	○	○	×	SEQ_D_03	SEQ_D_03	MIST1	0	BG_ID_CAVE_C	MAPNAME_D17DOUKUTU	5/29追加　D17かえらずのあな　
D17R0132	AREA_ID_DUNGEON04	MMLID_NOENTRY	DUN1706	×	×	×	×	MAPTYPE_CAVE	○	○	○	×	SEQ_D_03	SEQ_D_03	MIST1	0	BG_ID_CAVE_C	MAPNAME_D17DOUKUTU	5/29追加　D17かえらずのあな　５・７柱の部屋
D17R0133	AREA_ID_DUNGEON04	MMLID_NOENTRY	DUN1707	×	×	×	×	MAPTYPE_CAVE	○	○	○	×	SEQ_D_03	SEQ_D_03	MIST1	0	BG_ID_CAVE_C	MAPNAME_D17DOUKUTU	5/29追加　D17かえらずのあな　
D17R0134	AREA_ID_DUNGEON04	MMLID_NOENTRY	DUN1707	×	×	×	×	MAPTYPE_CAVE	○	○	○	×	SEQ_D_03	SEQ_D_03	MIST1	0	BG_ID_CAVE_C	MAPNAME_D17DOUKUTU	5/29追加　D17かえらずのあな　５・７柱の部屋
D17R0135	AREA_ID_DUNGEON04	MMLID_NOENTRY	DUN1705	×	×	×	×	MAPTYPE_CAVE	○	○	○	×	SEQ_D_03	SEQ_D_03	MIST1	0	BG_ID_CAVE_C	MAPNAME_D17DOUKUTU	5/29追加　D17かえらずのあな　十字路の部屋　（霧）
D17R0136	AREA_ID_DUNGEON04	MMLID_NOENTRY	DUN1705	○	×	×	×	MAPTYPE_CAVE	○	○	○	×	SEQ_D_03	SEQ_D_03	MIST1	0	BG_ID_CAVE_C	MAPNAME_D17DOUKUTU	5/29追加　D17おくりのみずうみ入り口の部屋
D17R0137	AREA_ID_DUNGEON04	MMLID_NOENTRY	DUN1706	×	×	×	×	MAPTYPE_CAVE	○	○	○	×	SEQ_D_03	SEQ_D_03	MIST1	0	BG_ID_CAVE_C	MAPNAME_D17DOUKUTU	5/29追加　D17かえらずのあな　
D17R0138	AREA_ID_DUNGEON04	MMLID_NOENTRY	DUN1706	×	×	×	×	MAPTYPE_CAVE	○	○	○	×	SEQ_D_03	SEQ_D_03	MIST1	0	BG_ID_CAVE_C	MAPNAME_D17DOUKUTU	5/29追加　D17かえらずのあな　十字路の部屋　（霧）
D17R0139	AREA_ID_DUNGEON04	MMLID_NOENTRY	DUN1707	×	×	×	×	MAPTYPE_CAVE	○	○	○	×	SEQ_D_03	SEQ_D_03	MIST1	0	BG_ID_CAVE_C	MAPNAME_D17DOUKUTU	5/29追加　D17かえらずのあな　十字路の部屋　（霧）
D17R0140	AREA_ID_DUNGEON04	MMLID_NOENTRY	DUN1707	×	×	×	×	MAPTYPE_CAVE	○	○	○	×	SEQ_D_03	SEQ_D_03	MIST1	0	BG_ID_CAVE_C	MAPNAME_D17DOUKUTU	5/29追加　D17かえらずのあな　
D17R0141	AREA_ID_DUNGEON04	MMLID_NOENTRY	DUN1705	×	×	×	×	MAPTYPE_CAVE	○	○	○	×	SEQ_D_03	SEQ_D_03	MIST1	0	BG_ID_CAVE_C	MAPNAME_D17DOUKUTU	5/29追加　D17かえらずのあな　
D17R0142	AREA_ID_DUNGEON04	MMLID_NOENTRY	DUN1705	×	×	×	×	MAPTYPE_CAVE	○	○	○	×	SEQ_D_03	SEQ_D_03	MIST1	0	BG_ID_CAVE_C	MAPNAME_D17DOUKUTU	5/29追加　D17かえらずのあな　５・７柱の部屋
D17R0143	AREA_ID_DUNGEON04	MMLID_NOENTRY	DUN1706	×	×	×	×	MAPTYPE_CAVE	○	○	○	×	SEQ_D_03	SEQ_D_03	MIST1	0	BG_ID_CAVE_C	MAPNAME_D17DOUKUTU	5/29追加　D17かえらずのあな　十字路の部屋　（霧）
D17R0144	AREA_ID_DUNGEON04	MMLID_NOENTRY	DUN1706	×	×	×	×	MAPTYPE_CAVE	○	○	○	×	SEQ_D_03	SEQ_D_03	MIST1	0	BG_ID_CAVE_C	MAPNAME_D17DOUKUTU	5/29追加　D17かえらずのあな　５・７柱の部屋
D17R0145	AREA_ID_DUNGEON04	MMLID_NOENTRY	DUN1707	×	×	×	×	MAPTYPE_CAVE	○	○	○	×	SEQ_D_03	SEQ_D_03	MIST1	0	BG_ID_CAVE_C	MAPNAME_D17DOUKUTU	5/29追加　D17かえらずのあな　
D17R0146	AREA_ID_DUNGEON04	MMLID_NOENTRY	DUN1707	×	×	×	×	MAPTYPE_CAVE	○	○	○	×	SEQ_D_03	SEQ_D_03	MIST1	0	BG_ID_CAVE_C	MAPNAME_D17DOUKUTU	5/29追加　D17かえらずのあな　
D17R0147	AREA_ID_DUNGEON04	MMLID_NOENTRY	DUN1707	×	×	×	×	MAPTYPE_CAVE	○	○	○	×	SEQ_D_03	SEQ_D_03	MIST1	0	BG_ID_CAVE_C	MAPNAME_D17DOUKUTU	5/29追加　D17かえらずのあな　
C05R1103	AREA_ID_ROOM13	MMLID_NOENTRY	CONT02	○	○	○	×	MAPTYPE_ROOM	×	×	×	×	SEQ_BLD_CON	SEQ_BLD_CON	SUNNY	0	BG_ID_ROOM_B	MAPNAME_C5CONTEST	コンテスト会場 接続先正規
END
